portfolio_id,flow_date,buy_flow,sell_flow,net_cash_flow,dividend_income,buy_count,sell_count,dividend_count
1,2025-05-28,7695323.96,0.00,7695323.96,0.00,1,0,0
1,2025-06-05,0.00,42373646.15,-42373646.15,0.00,0,1,0
1,2025-06-06,11415971.94,0.00,11415971.94,0.00,1,0,0
1,2025-06-10,0.00,33836042.48,-33836042.48,0.00,0,1,0
1,2025-06-12,0.00,10580722.99,-10580722.99,568229.82,0,1,1
1,2025-06-19,0.00,0.00,0.00,1190432.76,0,0,1
1,2025-06-23,9786129.78,0.00,9786129.78,0.00,1,0,0
1,2025-06-30,23825805.05,0.00,23825805.05,0.00,1,0,0
1,2025-07-02,0.00,0.00,0.00,2213213.12,0,0,2
1,2025-07-08,8837322.12,0.00,8837322.12,0.00,1,0,0
1,2025-07-11,0.00,32707071.38,-32707071.38,1747220.13,0,1,1
1,2025-07-22,5566144.67,0.00,5566144.67,1325704.63,1,0,1
1,2025-07-29,0.00,0.00,0.00,612884.13,0,0,1
1,2025-07-30,0.00,0.00,0.00,1435100.79,0,0,1
1,2025-07-31,0.00,0.00,0.00,1853476.60,0,0,2
1,2025-08-07,46626660.50,0.00,46626660.50,0.00,1,0,0
1,2025-08-08,0.00,6732570.45,-6732570.45,0.00,0,1,0
1,2025-08-11,0.00,0.00,0.00,4458577.81,0,0,2
1,2025-08-12,15462726.54,0.00,15462726.54,0.00,1,0,0
1,2025-08-13,0.00,28541564.69,-28541564.69,0.00,0,1,0
1,2025-08-20,0.00,114414343.75,-114414343.75,0.00,0,1,0
1,2025-08-25,41326393.60,0.00,41326393.60,0.00,1,0,0
1,2025-08-28,0.00,5686945.85,-5686945.85,1136813.40,0,1,1
1,2025-09-02,29857406.32,0.00,29857406.32,0.00,1,0,0
1,2025-09-04,18173442.66,0.00,18173442.66,0.00,1,0,0
1,2025-09-05,0.00,0.00,0.00,502403.35,0,0,1
1,2025-09-08,40877453.41,0.00,40877453.41,0.00,1,0,0
1,2025-09-16,10583082.29,0.00,10583082.29,0.00,1,0,0
1,2025-09-22,0.00,8665187.18,-8665187.18,0.00,0,1,0
1,2025-09-23,12239545.71,0.00,12239545.71,0.00,1,0,0
1,2025-10-06,0.00,19316471.81,-19316471.81,0.00,0,1,0
1,2025-10-08,18451036.62,0.00,18451036.62,0.00,1,0,0
1,2025-10-14,0.00,34899734.46,-34899734.46,0.00,0,1,0
1,2025-10-17,0.00,20709112.34,-20709112.34,0.00,0,1,0
1,2025-10-24,15524235.19,0.00,15524235.19,0.00,1,0,0
1,2025-10-29,0.00,10458365.77,-10458365.77,0.00,0,1,0
1,2025-11-03,34396122.67,0.00,34396122.67,0.00,1,0,0
1,2025-11-17,12099283.40,0.00,12099283.40,0.00,1,0,0
1,2025-11-19,0.00,22763051.30,-22763051.30,0.00,0,1,0
1,2025-11-25,0.00,39745864.47,-39745864.47,0.00,0,1,0
1,2025-11-26,5327864.44,0.00,5327864.44,0.00,1,0,0
1,2025-12-02,54291091.69,0.00,54291091.69,0.00,1,0,0
1,2025-12-05,0.00,10656190.63,-10656190.63,0.00,0,1,0
1,2025-12-19,0.00,17168486.18,-17168486.18,0.00,0,1,0
1,2026-01-01,26741027.98,0.00,26741027.98,0.00,1,0,0
1,2026-02-04,32525207.44,0.00,32525207.44,0.00,1,0,0
1,2026-02-16,0.00,101828686.06,-101828686.06,0.00,0,1,0
1,2026-02-17,29330957.71,0.00,29330957.71,0.00,1,0,0
1,2026-02-18,0.00,0.00,0.00,1478185.90,0,0,1
1,2026-02-20,0.00,0.00,0.00,490581.56,0,0,1
1,2026-02-27,0.00,14760467.52,-14760467.52,0.00,0,1,0
1,2026-03-10,4729483.65,0.00,4729483.65,0.00,1,0,0
1,2026-03-16,21514769.65,0.00,21514769.65,0.00,1,0,0
1,2026-03-24,0.00,29850320.10,-29850320.10,0.00,0,1,0
1,2026-04-01,19742101.66,0.00,19742101.66,0.00,1,0,0
1,2026-04-06,0.00,23000942.25,-23000942.25,0.00,0,1,0
1,2026-04-07,33223665.72,0.00,33223665.72,0.00,1,0,0
1,2026-04-22,0.00,0.00,0.00,159128.21,0,0,1
1,2026-04-27,7573174.90,0.00,7573174.90,0.00,1,0,0
1,2026-04-28,0.00,23593168.01,-23593168.01,0.00,0,1,0
1,2026-05-12,0.00,30608456.84,-30608456.84,0.00,0,1,0
1,2026-05-14,0.00,10566800.14,-10566800.14,0.00,0,1,0
1,2026-05-18,0.00,53317186.17,-53317186.17,0.00,0,1,0
1,2026-05-21,0.00,40037043.50,-40037043.50,0.00,0,1,0
1,2026-05-25,30638873.62,0.00,30638873.62,0.00,1,0,0
1,2026-06-03,0.00,0.00,0.00,710515.07,0,0,1
1,2026-06-12,0.00,0.00,0.00,1670721.40,0,0,1
1,2026-06-16,0.00,0.00,0.00,273581.59,0,0,1
1,2026-06-22,0.00,0.00,0.00,2900565.52,0,0,1
1,2026-07-09,0.00,0.00,0.00,1581514.89,0,0,1
1,2026-07-10,0.00,0.00,0.00,1471352.36,0,0,1
1,2026-07-14,0.00,0.00,0.00,560574.37,0,0,1
1,2026-07-17,12165153.46,0.00,12165153.46,0.00,1,0,0
1,2026-07-20,16509633.19,0.00,16509633.19,0.00,1,0,0
1,2026-07-24,0.00,0.00,0.00,1980287.83,0,0,1
1,2026-07-27,0.00,0.00,0.00,1972189.55,0,0,1
1,2026-07-30,15566467.46,0.00,15566467.46,2104630.17,1,0,1
1,2026-08-06,32587478.03,0.00,32587478.03,0.00,1,0,0
1,2026-08-07,22117752.37,0.00,22117752.37,0.00,1,0,0
1,2026-08-12,0.00,13891355.99,-13891355.99,0.00,0,1,0
1,2026-08-18,16373407.24,0.00,16373407.24,0.00,1,0,0
1,2026-08-19,0.00,0.00,0.00,282906.86,0,0,1
1,2026-08-21,0.00,0.00,0.00,1104423.19,0,0,1
1,2026-08-25,0.00,0.00,0.00,801696.68,0,0,1
1,2026-08-26,0.00,0.00,0.00,2089380.16,0,0,1
1,2026-09-01,0.00,0.00,0.00,216066.87,0,0,1
1,2026-09-02,0.00,35098916.75,-35098916.75,0.00,0,1,0
1,2026-09-17,0.00,98687311.40,-98687311.40,0.00,0,1,0
1,2026-09-18,2779071.08,0.00,2779071.08,0.00,1,0,0
1,2026-09-28,0.00,11946458.08,-11946458.08,0.00,0,1,0
1,2026-09-29,105594182.64,0.00,105594182.64,0.00,1,0,0
1,2026-10-13,20467509.85,0.00,20467509.85,0.00,1,0,0
1,2026-11-04,0.00,0.00,0.00,554214.37,0,0,1
1,2026-11-13,0.00,33663517.87,-33663517.87,0.00,0,1,0
1,2026-11-25,40558318.47,0.00,40558318.47,0.00,1,0,0
1,2026-11-26,29567563.05,0.00,29567563.05,0.00,1,0,0
1,2026-12-09,0.00,39446114.61,-39446114.61,0.00,0,1,0
1,2026-12-10,0.00,10419430.41,-10419430.41,0.00,0,1,0
1,2026-12-11,0.00,0.00,0.00,2463758.02,0,0,1
1,2026-12-14,22433805.08,0.00,22433805.08,0.00,1,0,0
1,2026-12-28,0.00,41575059.65,-41575059.65,0.00,0,1,0
1,2026-12-29,19019282.41,0.00,19019282.41,0.00,1,0,0
2,2025-02-03,40433095.27,0.00,40433095.27,0.00,1,0,0
2,2025-02-04,45064627.18,0.00,45064627.18,0.00,1,0,0
2,2025-02-05,56315251.98,0.00,56315251.98,0.00,1,0,0
2,2025-02-06,63744841.48,0.00,63744841.48,0.00,1,0,0
2,2025-02-07,45810967.71,0.00,45810967.71,0.00,1,0,0
2,2025-02-10,24153404.06,0.00,24153404.06,0.00,1,0,0
2,2025-02-11,31056467.80,0.00,31056467.80,0.00,1,0,0
2,2025-02-12,47473877.49,0.00,47473877.49,0.00,1,0,0
2,2025-02-13,50287627.94,0.00,50287627.94,0.00,1,0,0
2,2025-02-14,28842242.54,0.00,28842242.54,0.00,1,0,0
2,2025-02-17,100402272.57,0.00,100402272.57,0.00,1,0,0
2,2025-02-18,47583165.51,0.00,47583165.51,0.00,1,0,0
2,2025-02-19,56851794.57,0.00,56851794.57,0.00,1,0,0
2,2025-02-20,50397519.44,0.00,50397519.44,0.00,1,0,0
2,2025-02-21,75576372.97,0.00,75576372.97,0.00,1,0,0
2,2025-02-24,76265581.15,0.00,76265581.15,0.00,1,0,0
2,2025-02-25,75922617.15,0.00,75922617.15,0.00,1,0,0
2,2025-02-27,66064736.28,0.00,66064736.28,0.00,1,0,0
2,2025-02-28,21615208.43,0.00,21615208.43,0.00,1,0,0
2,2025-03-03,78916158.76,0.00,78916158.76,0.00,1,0,0
2,2025-03-04,38952437.17,0.00,38952437.17,0.00,1,0,0
2,2025-03-05,42029580.69,0.00,42029580.69,0.00,1,0,0
2,2025-03-06,54973163.95,0.00,54973163.95,0.00,1,0,0
2,2025-03-07,71491689.09,0.00,71491689.09,0.00,1,0,0
2,2025-03-10,46007887.96,0.00,46007887.96,449394.17,1,0,1
2,2025-03-11,0.00,22662382.22,-22662382.22,0.00,0,1,0
2,2025-03-12,0.00,78045351.11,-78045351.11,0.00,0,1,0
2,2025-03-13,7077690.36,0.00,7077690.36,0.00,1,0,0
2,2025-03-18,0.00,0.00,0.00,361859.87,0,0,1
2,2025-03-19,0.00,14419644.69,-14419644.69,0.00,0,1,0
2,2025-03-21,0.00,0.00,0.00,268619.21,0,0,1
2,2025-03-24,7768340.96,0.00,7768340.96,0.00,1,0,0
2,2025-03-25,0.00,8485477.34,-8485477.34,0.00,0,1,0
2,2025-03-26,9589471.64,0.00,9589471.64,0.00,1,0,0
2,2025-04-01,0.00,31414703.74,-31414703.74,0.00,0,1,0
2,2025-04-03,0.00,22020274.37,-22020274.37,0.00,0,1,0
2,2025-04-07,21942783.07,0.00,21942783.07,0.00,1,0,0
2,2025-04-08,5226147.15,0.00,5226147.15,0.00,1,0,0
2,2025-04-09,15115699.38,0.00,15115699.38,0.00,1,0,0
2,2025-04-16,0.00,24521300.20,-24521300.20,0.00,0,1,0
2,2025-04-17,7724815.11,0.00,7724815.11,0.00,1,0,0
2,2025-04-22,0.00,4707297.61,-4707297.61,0.00,0,1,0
2,2025-05-02,0.00,15694317.11,-15694317.11,0.00,0,1,0
2,2025-05-07,8176550.34,0.00,8176550.34,0.00,1,0,0
2,2025-05-13,0.00,0.00,0.00,505486.37,0,0,1
2,2025-05-14,15431716.74,0.00,15431716.74,0.00,1,0,0
2,2025-05-20,75922261.99,0.00,75922261.99,0.00,1,0,0
2,2025-05-28,8157052.12,0.00,8157052.12,0.00,1,0,0
2,2025-06-02,20869004.38,0.00,20869004.38,0.00,1,0,0
2,2025-06-03,17645155.89,0.00,17645155.89,0.00,1,0,0
2,2025-06-05,5960356.54,0.00,5960356.54,0.00,1,0,0
2,2025-06-09,7893845.03,0.00,7893845.03,0.00,1,0,0
2,2025-06-10,0.00,0.00,0.00,679992.32,0,0,1
2,2025-06-12,6658909.46,0.00,6658909.46,0.00,1,0,0
2,2025-06-16,7246551.02,0.00,7246551.02,0.00,1,0,0
2,2025-06-18,0.00,9061127.60,-9061127.60,0.00,0,1,0
2,2025-06-19,0.00,0.00,0.00,499915.81,0,0,1
2,2025-06-20,6688929.62,0.00,6688929.62,0.00,1,0,0
2,2025-06-26,5415718.02,0.00,5415718.02,0.00,1,0,0
2,2025-06-27,0.00,39543748.34,-39543748.34,0.00,0,1,0
2,2025-06-30,0.00,17071618.89,-17071618.89,0.00,0,1,0
2,2025-07-01,0.00,34196579.86,-34196579.86,0.00,0,1,0
2,2025-07-07,0.00,0.00,0.00,2051176.71,0,0,2
2,2025-07-08,0.00,23805223.28,-23805223.28,0.00,0,1,0
2,2025-07-09,3497080.58,0.00,3497080.58,1245735.53,1,0,1
2,2025-07-10,0.00,19758442.25,-19758442.25,1234875.77,0,1,1
2,2025-07-17,11568143.15,0.00,11568143.15,0.00,1,0,0
2,2025-07-18,16903933.25,0.00,16903933.25,0.00,1,0,0
2,2025-07-21,12491478.29,0.00,12491478.29,0.00,1,0,0
2,2025-07-22,0.00,0.00,0.00,354794.23,0,0,1
2,2025-07-24,4433578.76,0.00,4433578.76,0.00,1,0,0
2,2025-07-25,0.00,0.00,0.00,992359.24,0,0,1
2,2025-07-28,4785056.81,0.00,4785056.81,0.00,1,0,0
2,2025-07-30,11346556.46,0.00,11346556.46,1157150.81,1,0,1
2,2025-07-31,0.00,0.00,0.00,1128036.80,0,0,1
2,2025-08-01,0.00,56139214.75,-56139214.75,71312.22,0,1,1
2,2025-08-05,50287077.47,0.00,50287077.47,0.00,1,0,0
2,2025-08-07,0.00,0.00,0.00,1237336.45,0,0,1
2,2025-08-08,0.00,0.00,0.00,358880.02,0,0,1
2,2025-08-11,15376229.14,0.00,15376229.14,0.00,1,0,0
2,2025-08-12,0.00,25402774.33,-25402774.33,0.00,0,1,0
2,2025-08-21,0.00,35820269.81,-35820269.81,0.00,0,1,0
2,2025-08-22,0.00,6932054.93,-6932054.93,360737.07,0,1,1
2,2025-08-25,14812423.83,0.00,14812423.83,0.00,1,0,0
2,2025-08-28,0.00,10492364.33,-10492364.33,0.00,0,1,0
2,2025-09-01,13540895.76,0.00,13540895.76,0.00,1,0,0
2,2025-09-03,15170187.72,0.00,15170187.72,0.00,1,0,0
2,2025-09-12,7322687.95,0.00,7322687.95,0.00,1,0,0
2,2025-09-15,0.00,15272591.16,-15272591.16,0.00,0,1,0
2,2025-09-17,0.00,0.00,0.00,477784.77,0,0,1
2,2025-09-22,11378443.53,0.00,11378443.53,0.00,1,0,0
2,2025-09-23,7552980.54,0.00,7552980.54,0.00,1,0,0
2,2025-09-24,0.00,19462384.72,-19462384.72,0.00,0,1,0
2,2025-09-30,12129299.53,0.00,12129299.53,0.00,1,0,0
2,2025-10-01,8985374.32,0.00,8985374.32,0.00,1,0,0
2,2025-10-03,12472032.34,0.00,12472032.34,0.00,1,0,0
2,2025-10-06,0.00,0.00,0.00,609385.73,0,0,1
2,2025-10-07,18176133.50,0.00,18176133.50,0.00,1,0,0
2,2025-10-09,4601192.96,0.00,4601192.96,0.00,1,0,0
2,2025-10-10,0.00,0.00,0.00,309190.50,0,0,1
2,2025-10-13,18388189.23,0.00,18388189.23,0.00,1,0,0
2,2025-10-14,0.00,60350711.38,-60350711.38,0.00,0,1,0
2,2025-10-23,16004054.47,0.00,16004054.47,0.00,1,0,0
2,2025-10-28,0.00,28238267.62,-28238267.62,0.00,0,1,0
2,2025-10-29,8218387.47,0.00,8218387.47,0.00,1,0,0
2,2025-11-04,0.00,3152227.79,-3152227.79,0.00,0,1,0
2,2025-11-06,0.00,21089317.67,-21089317.67,0.00,0,1,0
2,2025-11-07,50288021.01,0.00,50288021.01,0.00,1,0,0
2,2025-11-10,23953354.24,0.00,23953354.24,0.00,1,0,0
2,2025-11-12,13560583.47,0.00,13560583.47,0.00,1,0,0
2,2025-11-13,27325429.91,0.00,27325429.91,0.00,1,0,0
2,2025-11-14,0.00,0.00,0.00,505216.11,0,0,1
2,2025-11-18,11031240.86,0.00,11031240.86,1022439.91,1,0,1
2,2025-11-19,14517618.34,0.00,14517618.34,0.00,1,0,0
2,2025-11-21,10995935.20,0.00,10995935.20,0.00,1,0,0
2,2025-11-27,9047104.69,0.00,9047104.69,0.00,1,0,0
2,2025-12-02,6906649.75,0.00,6906649.75,0.00,1,0,0
2,2025-12-10,0.00,6216935.14,-6216935.14,0.00,0,1,0
2,2025-12-19,0.00,14845982.11,-14845982.11,0.00,0,1,0
2,2025-12-24,0.00,26320627.76,-26320627.76,0.00,0,1,0
2,2025-12-29,5730448.47,0.00,5730448.47,0.00,1,0,0
2,2025-12-31,7763344.51,0.00,7763344.51,0.00,1,0,0
2,2026-01-05,0.00,47839967.68,-47839967.68,0.00,0,1,0
2,2026-01-07,0.00,11328985.81,-11328985.81,0.00,0,1,0
2,2026-01-15,4547124.48,0.00,4547124.48,0.00,1,0,0
2,2026-01-20,19622598.02,0.00,19622598.02,0.00,1,0,0
2,2026-01-22,26516247.46,0.00,26516247.46,0.00,1,0,0
2,2026-01-23,27705952.47,0.00,27705952.47,0.00,1,0,0
2,2026-01-27,6561362.42,0.00,6561362.42,0.00,1,0,0
2,2026-01-30,0.00,17077160.93,-17077160.93,0.00,0,1,0
2,2026-02-05,4451977.34,0.00,4451977.34,0.00,1,0,0
2,2026-02-13,20413213.14,0.00,20413213.14,0.00,1,0,0
2,2026-02-20,5719285.84,0.00,5719285.84,0.00,1,0,0
2,2026-02-24,0.00,24153683.97,-24153683.97,487971.25,0,1,1
2,2026-02-26,0.00,0.00,0.00,345845.58,0,0,1
2,2026-03-02,5633366.66,0.00,5633366.66,0.00,1,0,0
2,2026-03-03,12929061.85,0.00,12929061.85,0.00,1,0,0
2,2026-03-09,8756653.47,0.00,8756653.47,239135.91,1,0,1
2,2026-03-13,14565639.17,0.00,14565639.17,0.00,1,0,0
2,2026-03-16,0.00,16003955.18,-16003955.18,0.00,0,1,0
2,2026-03-17,20432767.31,0.00,20432767.31,0.00,1,0,0
2,2026-03-24,16611669.61,0.00,16611669.61,0.00,1,0,0
2,2026-03-25,7363747.37,0.00,7363747.37,0.00,1,0,0
2,2026-03-27,0.00,32389263.11,-32389263.11,0.00,0,1,0
2,2026-04-01,0.00,18558346.95,-18558346.95,0.00,0,1,0
2,2026-04-06,0.00,22234451.87,-22234451.87,465095.76,0,1,1
2,2026-04-09,0.00,8612183.40,-8612183.40,0.00,0,1,0
2,2026-04-10,0.00,2418546.85,-2418546.85,0.00,0,1,0
2,2026-04-13,0.00,13571094.65,-13571094.65,0.00,0,1,0
2,2026-04-15,56851335.84,0.00,56851335.84,0.00,1,0,0
2,2026-04-17,0.00,23274430.07,-23274430.07,0.00,0,1,0
2,2026-04-20,13773495.51,0.00,13773495.51,0.00,1,0,0
2,2026-04-22,0.00,66382088.68,-66382088.68,0.00,0,1,0
2,2026-04-23,0.00,0.00,0.00,508796.83,0,0,1
2,2026-04-24,0.00,0.00,0.00,488769.82,0,0,1
2,2026-04-29,10522477.79,0.00,10522477.79,0.00,1,0,0
2,2026-04-30,6839436.65,0.00,6839436.65,0.00,1,0,0
2,2026-05-07,7488458.30,0.00,7488458.30,0.00,1,0,0
2,2026-05-12,5577009.75,0.00,5577009.75,0.00,1,0,0
2,2026-05-13,5857868.17,0.00,5857868.17,0.00,1,0,0
2,2026-05-15,8290072.10,0.00,8290072.10,0.00,1,0,0
2,2026-05-18,0.00,20373685.28,-20373685.28,0.00,0,1,0
2,2026-05-19,0.00,6156781.26,-6156781.26,0.00,0,1,0
2,2026-05-22,17060202.79,0.00,17060202.79,0.00,1,0,0
2,2026-05-26,0.00,147635837.26,-147635837.26,0.00,0,1,0
2,2026-05-28,4794646.52,0.00,4794646.52,0.00,1,0,0
2,2026-06-01,0.00,14870904.63,-14870904.63,219281.54,0,1,1
2,2026-06-03,100402121.99,0.00,100402121.99,0.00,1,0,0
2,2026-06-05,11930803.09,0.00,11930803.09,0.00,1,0,0
2,2026-06-08,8025686.62,0.00,8025686.62,0.00,1,0,0
2,2026-06-09,0.00,0.00,0.00,169708.09,0,0,1
2,2026-06-10,0.00,0.00,0.00,258898.57,0,0,1
2,2026-06-11,9779629.17,0.00,9779629.17,0.00,1,0,0
2,2026-06-18,0.00,14529286.36,-14529286.36,0.00,0,1,0
2,2026-06-22,8728019.10,0.00,8728019.10,476442.43,1,0,1
2,2026-06-23,13028129.28,0.00,13028129.28,0.00,1,0,0
2,2026-06-25,17116157.08,0.00,17116157.08,1179957.75,1,0,1
2,2026-06-30,0.00,0.00,0.00,127042.37,0,0,1
2,2026-07-02,7582426.05,0.00,7582426.05,0.00,1,0,0
2,2026-07-03,0.00,0.00,0.00,2027082.06,0,0,2
2,2026-07-07,6574338.15,0.00,6574338.15,0.00,1,0,0
2,2026-07-09,0.00,44829982.19,-44829982.19,0.00,0,1,0
2,2026-07-10,50287113.84,0.00,50287113.84,994840.48,1,0,1
2,2026-07-13,6515948.93,0.00,6515948.93,0.00,1,0,0
2,2026-07-14,0.00,11446200.39,-11446200.39,0.00,0,1,0
2,2026-07-15,0.00,0.00,0.00,541923.56,0,0,1
2,2026-07-20,7407421.61,0.00,7407421.61,0.00,1,0,0
2,2026-07-21,15032452.97,0.00,15032452.97,0.00,1,0,0
2,2026-07-24,10006545.95,0.00,10006545.95,2274801.13,1,0,1
2,2026-07-28,16955120.44,0.00,16955120.44,0.00,1,0,0
2,2026-07-29,5818747.18,0.00,5818747.18,0.00,1,0,0
2,2026-07-30,0.00,0.00,0.00,2417635.96,0,0,1
2,2026-07-31,0.00,45564611.45,-45564611.45,0.00,0,1,0
2,2026-08-04,9544623.01,0.00,9544623.01,0.00,1,0,0
2,2026-08-06,6801426.51,0.00,6801426.51,0.00,1,0,0
2,2026-08-12,0.00,0.00,0.00,1635969.98,0,0,1
2,2026-08-14,6641589.74,0.00,6641589.74,0.00,1,0,0
2,2026-08-19,0.00,0.00,0.00,291777.62,0,0,1
2,2026-08-20,0.00,6361280.48,-6361280.48,1314222.48,0,1,1
2,2026-08-21,9523984.11,0.00,9523984.11,0.00,1,0,0
2,2026-08-24,0.00,1151657.27,-1151657.27,0.00,0,1,0
2,2026-08-26,54973171.98,0.00,54973171.98,0.00,1,0,0
2,2026-08-28,17808297.17,0.00,17808297.17,0.00,1,0,0
2,2026-08-31,0.00,10821082.35,-10821082.35,268123.68,0,1,1
2,2026-09-01,15776935.39,0.00,15776935.39,0.00,1,0,0
2,2026-09-02,15952283.51,0.00,15952283.51,0.00,1,0,0
2,2026-09-07,0.00,103207540.42,-103207540.42,0.00,0,1,0
2,2026-09-15,71491629.77,0.00,71491629.77,0.00,1,0,0
2,2026-09-16,7266806.49,0.00,7266806.49,0.00,1,0,0
2,2026-09-17,0.00,0.00,0.00,1123280.36,0,0,1
2,2026-09-18,8621010.99,0.00,8621010.99,0.00,1,0,0
2,2026-09-21,16568240.64,0.00,16568240.64,0.00,1,0,0
2,2026-09-23,23489749.76,0.00,23489749.76,0.00,1,0,0
2,2026-09-24,11895989.46,0.00,11895989.46,0.00,1,0,0
2,2026-09-29,8708402.42,0.00,8708402.42,0.00,1,0,0
2,2026-10-06,20573057.63,0.00,20573057.63,0.00,1,0,0
2,2026-10-08,4749654.59,0.00,4749654.59,0.00,1,0,0
2,2026-10-12,0.00,0.00,0.00,494374.17,0,0,1
2,2026-10-15,20242331.67,0.00,20242331.67,0.00,1,0,0
2,2026-10-21,8425998.63,0.00,8425998.63,0.00,1,0,0
2,2026-10-22,0.00,10720421.54,-10720421.54,0.00,0,1,0
2,2026-10-26,7390094.13,0.00,7390094.13,0.00,1,0,0
2,2026-10-27,20210782.25,0.00,20210782.25,0.00,1,0,0
2,2026-11-04,0.00,17503177.12,-17503177.12,0.00,0,1,0
2,2026-11-05,0.00,11793182.21,-11793182.21,0.00,0,1,0
2,2026-11-06,0.00,60357261.81,-60357261.81,0.00,0,1,0
2,2026-11-11,12160173.18,0.00,12160173.18,0.00,1,0,0
2,2026-11-16,7581020.85,0.00,7581020.85,0.00,1,0,0
2,2026-11-23,5712252.27,0.00,5712252.27,0.00,1,0,0
2,2026-11-25,0.00,52784859.41,-52784859.41,0.00,0,1,0
2,2026-11-26,0.00,0.00,0.00,1176072.99,0,0,1
2,2026-11-27,5504429.36,0.00,5504429.36,0.00,1,0,0
2,2026-12-04,21361448.10,0.00,21361448.10,0.00,1,0,0
2,2026-12-09,0.00,51285260.60,-51285260.60,0.00,0,1,0
2,2026-12-11,7345091.61,0.00,7345091.61,0.00,1,0,0
2,2026-12-14,0.00,16275992.74,-16275992.74,0.00,0,1,0
2,2026-12-16,11915464.23,0.00,11915464.23,0.00,1,0,0
2,2026-12-18,12885142.90,0.00,12885142.90,0.00,1,0,0
2,2026-12-21,4826281.96,0.00,4826281.96,0.00,1,0,0
2,2026-12-22,15762980.85,0.00,15762980.85,0.00,1,0,0
2,2026-12-24,7595377.72,0.00,7595377.72,0.00,1,0,0
2,2026-12-31,0.00,2626523.45,-2626523.45,0.00,0,1,0
3,2025-02-05,94165117.80,0.00,94165117.80,0.00,1,0,0
3,2025-02-06,228065076.41,0.00,228065076.41,0.00,1,0,0
3,2025-02-07,373624942.96,0.00,373624942.96,0.00,1,0,0
3,2025-02-10,206472811.28,0.00,206472811.28,0.00,1,0,0
3,2025-02-11,426953544.02,0.00,426953544.02,0.00,1,0,0
3,2025-02-13,266454680.70,0.00,266454680.70,0.00,1,0,0
3,2025-02-14,201026968.72,0.00,201026968.72,0.00,1,0,0
3,2025-02-17,176242048.85,0.00,176242048.85,0.00,1,0,0
3,2025-02-18,153013846.23,0.00,153013846.23,0.00,1,0,0
